query_param,article_name,article_source,article_url,article_img_src
comedy,'Pushing obscenity limits': Stand-up comedian Swati Sachdeva in soup for sexual joke involving mother,Deccan Herald,https://news.google.com/read/CBMi2AFBVV95cUxPendmZHVvSERFQUFURlA3eG0xQ19NTXd4RTJvNmsxX3N5NlVqMThPa2RIMjNpMGllaExPWXJfV3lFZlphTll0aVdaVVVfcFFGdHoxczN0ZXduaWxfeHVhMEVxWDFaQlJQYzFCdlpsZ1JKaHU3eTZ2bU5aQVdzOXowbm5ZbVg2LWwtTURkS3BXai1XMzlJN18tbUpDM3pHRHBmb3FSU1FnTjh3V2F5OUhUaTRkclNvd3RhQ3RueHhGbXVzdEpYRGpoNzByM2dfblltaGstdUU1aFc?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iI0NnNUhVMEZ1Y1VoVlNIRkVhbWwwVFJDakFSaTJBaWdCTWdB=-w64-h64-p-df-rw
comedy,Now stand-up comedian Swati Sachdeva called out for joke on mother: 'Shameless',Hindustan Times,https://news.google.com/read/CBMi2gFBVV95cUxQMGlKUDhYUTVVYTg0bnprWnhlZU5PcGxhdzFTdGwxa2M2QnNBeTgzTGswWUhXMFdnakZRSmp1bDRINml2LWc2dm5la0o3STA2aDMtVlhNWDJ3TXN0ekZqbXdtSUUtbjQ1ZUhCQlNqY3dSNHo0cVJObnpiT2tZeFZoYkZDdmNSVWdrb09iN2J6dTZOSjQtckxwTG80WXFBWUdvMm9MWlVYM2VOb09QT2dkQkdSQ3FtZUlnTlRleFUxcWNXYzZqSThuN1dZdGVKOGlLRzNXeU0tSEFjUdIB3wFBVV95cUxOcXJRZ3BZNUN3d21pbWNzRlJqY1Z2RHMyaTFQVmgzNFBBNU9lV3g5T0EwQTllbGNxTllLcTlMdkNxbHlfcGZkNzZwemtvempxYURGSWFPeUVCaWJHTG5DQ2syWnZNcHJlYnpfZmwzTXBMd1BFc1hITkYyalp0WTFDZzA5UXFrVk9pdERjM2cxYzlISldiekFwZDBrak5wWDFHbWdaQTRGZVZ1NFNVYW1MT0Rrc0FZb0VmbnY2UGN1dXBLTHAyS3g4RzQ1YzZPNnVqVV9IdWNWX3NyV3YyUE9v?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iL0NnNXhZV1psVkc1MlZsTnpRa2hmVFJDZkF4ampCU2dLTWdtUlVwWVRKYWlwQ1FJ=-w64-h64-p-df-rw
comedy,"After Ranveer Allahbadia, comedian Swati Sachdeva faces backlash for vulgar joke",India Today,https://news.google.com/read/CBMi9AFBVV95cUxQU3NBWVF0TEVYU0JraFJEeUhyVkJwNElRVllZcVItMmVoQTl6MUdscS1uczRsSlN5ejljS2FnMXMxTFpOUnBFb1h3T3ZCOE9Ua19rT3VrQngtMjJyMFNVa1FqUHlYeFMxZFpFeDdrX1JCS195YjZTOS1kZDgybG1KRzdFUjJ6Z3g3a0YySjhqZ014aWNPRFUyd21SN2x4b3JDZXRXSnBBNml0dlZLd3c4WUJHWUxPUmNNeEZIZEhacHpJY2FyNnVNa3hMY0hRdVFWYURRNEljRWFXeExHVTRYMmY2NE10YUJlNmFERF9RZUV5dmhk0gH6AUFVX3lxTFBldkhkU1BPay12bmhNd3pnX0Q3VFNMcmVHSUp5NXJsYVhQYnhMc3JVRzNvc2RGR3AybXg4Nl9kdVhCWVhSazY2WmptaG9vVFQ2NlVLcUgtellUYjNSNkdMc1ZfR3BlSnJSdTRGNVNtckxLMTNjV1ZVM0F4dllTcURsQlVUUFVBSXVuM3hhZzRxR2FRZ0JELTJvcXMyRW1GZkFseEp6TTRkeTU1UEJyR24yelRZTjdGVExpX2RKcWVPb0NCdEtGbF9QOExmWGZoMWNwRWZUXzZybHEwV0dNMjdMZl83YW16REFBbWRDVzZPbHRWUEtZTGFOOEE?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUxiMDEwVmpSSmNXVlhTRGx1VFJDZkF4ampCU2dLTWdhcEpKak5IUWs=-w64-h64-p-df-rw
comedy,The Tragedy of Comedy,The Wire,https://news.google.com/read/CBMiakFVX3lxTFBKVERvdlc1UkVXN05OSThwaXhweThFWXFaUnJKX2Z3WFNoMlZVSE5BUVNVX3FOOTM1QnF4Z1VRRXFCUGlIaVJhZ2NuQm1qbVVzR0IzbjFsenBQWlRXcEZIdml5V3pMUnR2T0HSAW9BVV95cUxNTzFhNkpaT2hOVnV3dzBZMTZoeEk1VC1lMnBMQ1owYUFDMHBkTTVuOVFicWtUUzdQbXV1TXNHenl2MDNYV3p1M0djZjAtR0RCYU1uN2RQUXpWakJacFJGUmlwWXVBdmszNUFUcldmZTQ?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUlNSEl5VEV4MVNWUklRV1p1VFJDSEF4aVBCaWdLTWdZVklwSm9rZ28=-w64-h64-p-df-rw
comedy,"Despite Kunal Kamra row, business as usual for artists and organisers ahead of Pune Comedy Festival",The Indian Express,https://news.google.com/read/CBMixwFBVV95cUxQRzVYdjNlR1V4cTFlN2NCMF9iOXlRZ1NmeXFzWkljbnpUck5XaWgtNlVUSmRJUDRZMm1lS0UzNkFhTzZFSEYxMlJ6QzlZZENiUWNLOWxicnJ5SHFRQmZuRWs4aklIcmtJN2gtNEhiM3ltSEZZMTVKVXZCNmdXVHNOVDdnVkE3eHBVYlZ4eHRKT3NzeHVhM3F3WEZUU2dpcTB4Nld1RGwtN1ZoVkJnQU9CVnM2cGJ6SFpmVVFkRDNnTHNsTWxXbFBj0gHOAUFVX3lxTFA4aFZ1a0dncmZ5Uy1wOUxRaHdobTNxNW5MM0lqdjV1RmE0aFpUZVdPQko4dWhtVmZjWDZEV21nYnFGLVdJcm9VWWtYT3hUN2o1V0oxbzRJWVRIX3NZdHZMdnZEZzE4eXVFZVFOS3N5dUNhOFptZHdfX2NPbTV3YmxfVzhmVTNyLTU2aGpQdmFHR0UxdDVaNHFtUmRYckFua2VKY0ludWNIZFJuZ3AxcVNkS0pQX29hRlZ5V1pQb1RDUmoxMzM2YW5lVlk1THR3?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iI0NnNVJaWFk0Umtrd1ZrZE1ZM0JZVFJDZkF4ampCU2dLTWdB=-w64-h64-p-df-rw
comedy,Kunal Kamra: Take it with a pinch of salt!,The New Indian Express,https://news.google.com/read/CBMipgFBVV95cUxPamZaUDZsTFJ0M09kTDE2SkU4WDBEbTZId0ZvWjVvdzhyc1oxRG5WN2ROSlBWRjB4c0V3OE5tSHVqanlKN21Dc003NDJWOGJYSW5jUjJPbXRPSzI5NEJ0aGpnQkhYTHRtN21qMjVEd1FjREpmMHBXQWRWSkZhVktQZ0NRR2R4VGR6YklIc1BrR09QbmtlekVURFNlNldlT2kxNFFzV3BR0gGzAUFVX3lxTFBtOEdUVjhsbnVDaVRhRDc2NXY0YXV6dTVBZXZXYWk2c0hlYTJkQzhYcjQ0TW8yMUtCT3lrdWlvb2I4RkxPd2FZWjR6aVV4c3NKak1SS0dBOGhNWFptS1I0ZFJhSHZDNGRDa0k0Sl82REwxY2JDYWtXX3ZWMlJCYU5neWxCUGZvQU54cktGQkZIVjItVTdWSkdfUFRpYjdqdXNacGQwTUVWV25mTm00MzN5d0xz?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWxOV1ExYkc5VVVFcEZVMnBwVFJDZkF4ampCU2dLTWdhbE5vSU1vZ2c=-w64-h64-p-df-rw
comedy,Threats to comedy can’t be laughed away,Deccan Herald,https://news.google.com/read/CBMiigFBVV95cUxOcy1TUXZYSkEzRHROVW03YnBmZzJGdjdESmx1ZVFqbW93bWtadl96Vy1YTUUzQ2pyTUw5MFJRMHdPYlhZaElQN2RFWkVaRmRBcW5HM2p6UllRME9QTjRXTUNEY3AxOG55OXNxR1RDUTlHUmlKQ21YZ1U1dV85Wlp5X2JuZW03d0VUZXc?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXBiMlpZTUZBdE1sOVFlR1pJVFJDZkF4ampCU2dLTWdZSmdwRDByQVk=-w200-h112-p-df-rw
comedy,Funny girls — four women changing Pakistan’s male-dominated comedy scene,Dawn,https://news.google.com/read/CBMiTEFVX3lxTE1aeWhwdEIwWldiSmdOR0YtdVVQRHhCamdHMlA1Q2xIVjNSMGVBc3hSTnh5RkVaTWNPX2VQNl9ObTE2R0l2dV8yQTN2MlA?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDBNVzQ0WmkwdGJGaE5kWFJUVFJDZkF4ampCU2dLTWdZQlVKQkN1QVk=-w200-h112-p-df-rw
comedy,'Andaz Apna Apna': Aamir-Salman's comedy to re-release on this date,NewsBytes,https://news.google.com/read/CBMirwFBVV95cUxQbjhfQm5oOXJwSHctei1CdEFiWWNrV1hfX1V6ajg3TXJjbThQdmRCVFNTT0VwWWNYc1ZBU0p6YkMzQTFUejBmeURPNlZXcXFVVzlaQ1dNU2pEOVlNd215a3k5UUg2dDVHM2pkc2dCMDk4eDBUQ09xQ2VLdE1mcjYzMEMzVExvYnNmbGtCcDQwMkQtaURsUDZDTVlRZjlrLTVVQmw1TUcwY0k4Z3FHMjkw?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWpjVEZoZFhWUFQyMURaRk4yVFJDZkF4ampCU2dLTWdZZEpKNXFHUW8=-w200-h112-p-df-rw
comedy,Comedy film 'MAD Square' crosses $1 million at US box office,TOI Etimes,https://news.google.com/read/CBMi5wFBVV95cUxOdXNicUo3VEVzUjZNeXlJWXYyY1B3YmoxLW9CWjZZUVBTRjI1blE2RFZDemtLOE8tV1hXX2ZWa2wzSmt6RWtFSGhiRzZNSm5NbVBPZndSRElONEFHa3pIZGl1RGRCcDdJZ1lWbHpmcXFzOTVfVU1wSy0zbU1zTkthbDFkenZ5cC1fQ3VDdlFabVNPUFFGakhNcnlBSUR5TlZZcHI3ZjNqME5BSEV3RXpQWmZxaDZVTlJVenhLMVUwZmVEbXlTTS1iTUVabXR5dURwLW5uNnJTOUZPZC1QX055am10aXl5bVU?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iL0NnNTNhR0p5VjNkeGVXbzBZWFJsVFJEaEFSaVFBeWdLTWdrQlFKanBHU29lYUFJ=-w200-h112-p-df-rw
sports & entertainment,DDA to make multi-sports complex in Rohini Sector 34,The Times of India,https://news.google.com/read/CBMivwFBVV95cUxQakNIdkVreHlLWmVnak9kWmpDcGROcHBLTlBNcnU5ZktpcnpOd0NtekFJNWNHVmgydE5GN0ZGUVJlcXN4Z3h6bkZJRlJtREJGRy1uNFVmUGlpanktSlZDd0Z2czZUT1RPMkJ2dTNBN2JrV1haQWZQVmRRZ0RnOEg4VGNKZFJXZVBITWxaNl9nNVk0enZTYVlOdktRdUpTNUNoYlU0emcyQlhpanhsdGJmUG1fNUh6bFczQlUxMW9zVdIBxAFBVV95cUxNOGFKNTdDYklraWMyRTVYbGZzSkk1SzBnSi1KNmRYbUhJenJUZnFPN3pJWE1kRkFZaHJYYU05RkcyUHFYeVRHajdva0hQX2t3c3BRWmVkcTViX3AtWGIyTEotb2VlRFBreDNRcHlZaWNoRzlvRWhoVGFhY3k0dFpnVnJleFAwWW9LYmlPd3pDZElmeWVLVGFnVEtETlJfNzRBQUowMGwwSUhaTGM5UWk4SjZCVVZ0Wk0tRUJDNW95ZzBYbmdl?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iJ0NnNTFkMmhVUlVKcVIySXlTMlYyVFJDZkF4ampCU2dLTWdNQmdBWQ=-w200-h112-p-df-rw
sports & entertainment,"Indian Sports LIVE, March 31: News, scores, results, updates",ESPN India,https://news.google.com/read/CBMiogFBVV95cUxNdDR6bjdyWWEwaEl3MmFubGVKNjlBLUkta1NjeExMRm1zZlRGQTNiZHNDYktqcWZ2cmx4MUVaRTFybmJfOWRxclY5aXg0eFozVkw0RDhZSHhwc2VHelVRUXJnQkpFUzZrY2JkTWdrQUEwWVo2eGwxRFJQcUVDN2g3NlpmQXZtUTJ5MDJNSWtpNXlrMlE2R0QtQWlpVU8tbFhBbGc?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWZaREozWVZwNlZtRjVTemRSVFJDb0FSaXNBaWdCTWdZTmRZaklOUVU=-w200-h112-p-df-rw
sports & entertainment,St. Joseph University annual sports meet concludes,Nagaland Post,https://news.google.com/read/CBMinAFBVV95cUxOSnk1S05uWkVkOGZHcDlMSUJTZjJ1Ty1YSHdYX2RtZndjUm9rUHQ3VjA2RUx0MmlXQVZWdWtTdGZMemJjYjBucm1fNjZncldwMUJVUkprSVFKVXFUUHFCOE5LNGptVzBjTXZ4N3o0UVQ3eF9EUTlGTHJINzZ5VlJzRVRQQmRxTDVuWFFqeC1BNjg4aUFBVlhUYUNkMnc?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXhTSEl3U0U5MFpYVkdNRTlhVFJDZkF4amlCU2dLTWdZQmdKWVJOUWc=-w200-h112-p-df-rw
sports & entertainment,Rajasthan Royals vs Chennai Super Kings | IPL highlights,Sky Sports,https://news.google.com/read/CBMirgFBVV95cUxNSHVxcE5oQWFJTkVZMld0RG16NjAyOTVrdGMzcy0tNWUxTDZ2YzBUcFNtQzdiSUJGeW1GVmdlZzYxVmJwQTNnNnRyaVNtdHpGdGZrTjRPeXktOGM1RWNsalpIMVJQZGM3Q3htLWhyenE1RnVZQWtlTzEwUWJLM0xKTGtWb2FaRnFCOEdXRFh5NlpnMjg1a01GMkhKSzI4NW8yeG5ubEhuSzBlUFUyZHc?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iL0NnNWxVek5NWlY5a04zcEljVWxXVFJEZ0F4aUFCU2dLTWdrRlFJemxHU29IWmdJ=-w200-h112-p-df-rw
sports & entertainment,Sports marketing is a long-term investment: Fuse India's Jigar Rambhia,afaqs!,https://news.google.com/read/CBMirgFBVV95cUxPQ1R5Vk4xQ04yQVkxZDF4OGF5RFFjUTJpUnphM2dTOVd4bHhLUnE0TnBSWmNvUHFJYmdxT1hxSnNiaklFejdwdVVtUmZNNU40azFTVXJadURDLXJaUmtydklvTklabHhRbml0ZFl2U1l0b1hhcG1QYUNlVmRpQm80THM3anNZNEhlMFpmMEpsZWl2TDJYSEduOEttbzY0R3NlWHBqVHVNc3MxckNlTkE?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUxMV1pYZDJKZk1IWTFiamhUVFJEb0FoaUFCU2dLTWdhVlE1Sm9IZ2s=-w200-h112-p-df-rw
sports & entertainment,"JetSynthesys to take e-sports global, starting with Middle East entry",Business Standard,https://news.google.com/read/CBMi0wFBVV95cUxNTlZwTFN3UzhCNVg4Tl85cFZaSTdlSU1RZHR6djUtQTRFOXVKUnZ0eF9NeFJNM1BGYjFiQXNZN09JdG9UY0k0YWtOaGJfcWszOF9semVWbnR3YzhLaFhIT1ZZM2tJR0ZENXRaR3lNcEFiZ3h3ZnBaajZNNjlfUGR2eHlRUFpjMnV6SnU1Qm9OVE9jbDVQWVU5MFd5UmVUcVNkak51RlU3WVBzaHl0aTMyaGEtRXdfVFQyeWhOZDhXR25ZUElnMmFLVGlTZkJ6aDdMLXU00gHYAUFVX3lxTE5lUXUxRzNrZ25XZUQ0RW5Od0pBVHI2MmI2MnVCNG84eWdiN2YyNkMwWS0xNHlDeF8xZUtPYnpyRTdQQ2RrNUttYzk1M2VpUzVLeHI4Zi1Dam1KRXk3MEdwNzd4MkJLZmNDOERBVHd5Ym1RQm1jY0xRcnI4Qnlta0czbFJIcm5xMlJQMktxM3FHbC0xV3BWcnAwd1JZYWJyRnVMMVhQbmllLXI1UTNHY3hCRFFtVDVpZmNheGpURnFQTUtKX1hEUmdDNkVnc2RWMVJoRWJvRDRaRg?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUlMVTlDV2tGQ2FXaG5ZMW8wVFJEUUFoaVNCeWdLTWdZQm9KTG52QVk=-w200-h112-p-df-rw
sports & entertainment,"Kerala schools to allocate last period for sports, focus on student wellness",Mathrubhumi English,https://news.google.com/read/CBMisAFBVV95cUxPM21XVkUweldWbVFlVHJvcmhEeXN0X2hXaEpyOTZ5V2FFWUJsekNjUkhTRndMMGVRc0l0SEp6ZTRLeUY2aTg4am9mNWRHdS02cU5DLUVLNG5ISFhRMkd2OWgwTURkU2tuMWxQX05yNWJvcXhlVGRtTTBPVjU0MkdoWjFWNzFxVlhjV252c29GVUwwcnBOTWVIT0U3bWxzQlc3bXdwNVY1VHFlNVVNUExQUNIBtgFBVV95cUxOb1VrRThPQzlmSGdya2xhOFhHYVoxVXdaLWdSaVpxdXZXZzFERTBwbk1BcFp6cDJCYlZlZWJEaWQ0Zmw5SFp3S3VwVFdmUGZFaHlUOTVuUXJoUGFDNXNjSWpsN2dEQk9NbG92UDVscVROQ1VrRHNEM2JiMGF2Q0hMYkZKaFRwSi0yOVpDSTZzZFhHN0dWQWlqby00VWxGN0hzTDFhWTM3RGQxSzk0bFpNNDgyeENMQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDJOVzVDZGs5eE56UnFPR3B2VFJDcUJCaXFCQ2dLTWdZQlVKYnJwQWM=-w200-h112-p-df-rw
sports & entertainment,Xinhua sports topshot,Xinhua,https://news.google.com/read/CBMifEFVX3lxTE9YLTJoVE80RE5JSTgtb29fZ3pMRUFUNVpoWWt5OWk1Q040TnB1ME0yS0g4XzRfWGUwNFd0ckJlSlBLMVBCd0lCUWtUUU1fNm1GYzE3YXlLV0RzWWFpSFhyY3c0ekVBY2N6ZFBUTDhDQVZvMVdiTGlPTUNXdzk?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUlTekV0Um1ZMmVsaE9ja0l3VFJEaEFSamhBU2dCTWdZWk00SnJIUWc=-w200-h112-p-df-rw
sports & entertainment,"IPL 2025, MI vs KKR: Mumbai Indians eye first win after shaky start – Check Wankhede pitch report, probable XIs and more",The Financial Express,https://news.google.com/read/CBMi9wFBVV95cUxNZVdDbHcyMGZrQ25uam1MNGQ2eGNuYWVrQWhSZkRTWktLWFN3R2hpcXgxLWlaQi1iQVRDNWxjX2lxZVpJeHo3dWZQYWtmeEhWSTJSRzlRTVRZV0lGaUhvZXBJWUIydElxcTJHQzZTSkZHdnplRHU2aUFCamtnM04ySi1mRkNXdFpldTdGUUFYb1lpd3JVZGo5ekI1Qk9RTTZmS2MtMGkxTG9SUU5aMEliTFppbzJ2TWpfY0lHQk5KdkoyOVRwcHgwWmd2cjZUblBJWU5OazJaYlZxRlVXRWZvMTRWVHdxckpnT0wxaFNyY1d2SGhJWHpr?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iI0NnNTRMVXQyWVdZM09UazFXbWMwVFJEM0FSaTRBeWdLTWdB=-w200-h112-p-df-rw
sports & entertainment,Bhopal gets into shape as sports hub with state-of-the-art complex,The Times of India,https://news.google.com/read/CBMi1wFBVV95cUxOT0hPRlZacHJ2c1BhR0FCUjNidVF4M2p0RVlPTFdCS05URTFRaDFLalRwb1ZJV2RGVVFKNHE4ZnkwOTBJb1RiNmdEWXBOVHd0cjY4bktTN1RjMzc2TWk0Y3RIMVB5RUZNd19hUm1XYVA1M25pcW8wVmx5blFuMVVIMlNOeUZ6dll3WnNJRW9KUjVWRnlvQVZ2aGFtT2FORnlDbDFKcnlUUW9CTi1rb3M2UjZLbEJBWVFUU3BiSExka2FrQlpxY09GbDF4SDFxaXlBT203ZEtiQdIB3AFBVV95cUxNRGdBMzQweGRSdUxzcFhITHlURmsyVmNCSTN0Q1BHXzYwUERQNUhKM2dobnhibERHYWwxLWxkaEwtZlRsbFFiUzBMaGV5Q2RZU2N2ZE1scWI0eXNxS1FmeFh2UmRGUzJLQnJndlVoTHpQV0UwczBBdmNXMkZSRUZTSkNIRXFoZDloT29pSU9wSWctZ0ZFMUpqVE95aG5FMUoyU1hENGRrWmNfZUZPQXRQVWstbDNyMWdSLTBCdlJGRGJrTjBvMUlUal9BWUMzdW9IaXVSUWhYWlJqNm1O?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNU5TRkU1TmpZdGJsSXdOMnRrVFJDZkF4ampCU2dLTWdhaFZJcXRKUVE=-w200-h112-p-df-rw
education & career,5 new ways we’re helping students and young people learn and grow using AI,The Keyword,https://news.google.com/read/CBMifEFVX3lxTE9FTmhJTUpiXy1sRWUwcEM5cE96bl9sWnVIX3YwaHVfMEZoRlZyQ2g5OF9INk01LXNKbWJyMGRnV3gybVk1dDZfU1N1azZNWEt6ZHRrSDJQaWprVW43cnA2bjd0bzZXUEluQkJfX0Zqa05ZbDZCYUF4aUxqWXo?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iLkNnNVRjVXg2TWpnNVZHZFNWREpRVFJCd0dNZ0JLQW95Q1lFQmlOQUlMSHZ6QUE=-w200-h112-p-df-rw
education & career,The ‘3Cs’ that haunt Indian education today,The Hindu,https://news.google.com/read/CBMioAFBVV95cUxObXBNcTJ3NWU1MWM5TEIzRi1mWHNYREl4M0xQcnN3Nk1jd1h1dXp1YkNOMy1wbTVmZDgyTGhpcDJXNEZfcGhfY1JpOFcwRWJrMUppd1VzN1JiNzZaVE5DY3ZTQWRzRHlLUFFRYU9tdHFzUlV0eUk5N2hsNDF5Z3JPT0ZnTTRjXzQxZXZ4TTllcmpzYklRcTBHY29KU3NTSC1Q0gGnAUFVX3lxTE8yREFHeW5KYUNJS3dwdVlYTmY3VURzY0JQb0lobzMzYnVQM3BhN09KTHducE0yeEdSdHNxdm9oM2E1X2FaclBkcXR0SUo1QlZPRFd4Tm8yV25hckxiTk5DNUViYUNYTmVBcFVYalVYR2dja1lncjk3aEtXTTVlVkVlVHBTd2lCYjhUcThhdkFRR1VEdVpmbHlBWUVHWWFTYXdiT0QweDI0?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iJ0NnNTZiR1pCUmtsaE5HVmhibmRWVFJDZkF4ampCU2dLTWdPTkF3WQ=-w200-h112-p-df-rw
education & career,'Three Cs haunt Indian education': Sonia Gandhi slams Centre over NEP,The Times of India,https://news.google.com/read/CBMizwFBVV95cUxOMUlQWFloUDZZNU5tdHowU0c1VzRUSXR0UHVEMzIwOVkzVzc3aW80SHZ5WU5NM2lWRGctb1hsZEFOOUMwOHQzY1lWcUVEU2pnZFNQdkhuMVVfRGJOb18zYjlsVjU4cWF3WnNSdHVvRldidmJqcS1Ld0Q2U3R6Z2RzS2ZUT3RIOE1kT1c2dFZjT0thUmVTbHFQZ1VJeHdNdkZ2R0Rxa0dsR2VjeWVQSC1fTEFTT1VsVE54UE1UTm43UXdPTjg0TlZDU1lwZjM3Z0k?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNU9SVE5mU0RSRlN5MVZTM2xIVFJEaEFSaVFBeWdLTWdZbGRvYnN0UVU=-w200-h112-p-df-rw
education & career,"Punjab govt's new initiative to make early education more effective, strengthen parent-child bond",Hindustan Times,https://news.google.com/read/CBMi9gFBVV95cUxQVl9hTzlJaFJ2VXFYaWh2VFZscHlRR2hKV0RxT0l5V3l6MV9LNGpiMUVtLUNqUnNNVFppQVFxS3NoY1M4UjNlVFM0R1k4TUtUN0M1cEVOUE4yWFpVbFRMY0hfUUtabW9RcjdxMlJqYWloWmdhTEZSdmlOQjQ5QndHUWMwSHJ3blk1ZFFFaHJKUXNiRGhfQzZSSzV0ZlNCdW50c2pzV0QzNEhqdkdfS2Fpc3pMdnNaYWlQemV4ak9VWUdHRlNha09SWlp4N0Z1MHlFUXpDSWktR2V0cGtzejBWVDk3ZEkzdGZpMVZ2Z1JCRUUwWGdGMXfSAfsBQVVfeXFMT0syRlBELXhYRU9KWWREME9nZ0U1clJyT0xfbHBWaVk4ajVDOWQ3cUpURXVka3N5SGg3elFFNWh2aFJSdDAxNFp4VUQzMTFoaS1GWEFCVXJHUlA2RnRDWEhJc1hUcjNMT3c5WGcxdngxeGRvcnhFVUt3TGdCTVRkMjNzX3FldG11TGRKTWdwN2Y0ckRneXZzYUhoazkxd2huVld3eTI5MU9nM2p6MjA5dHpoWnByLUpnWDhLY2xXQXQ2bEZSdjBVbUZyRzAtVmlIY184aGFUOHdHTXhzcUwwdlJILXF6alFXSzRDc0NCVU1lRGVTaGdvNlY3VHM?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXZPVzUzYTB4dWNXOVBRa3hSVFJDZkF4ampCU2dLTWdZQllJWnV1UU0=-w200-h112-p-df-rw
education & career,Sonia Gandhi slams New Education Policy: Three C's haunt education system - India Today,India Today,https://news.google.com/read/CBMixwFBVV95cUxNRFREb0JmNjB3RWNZOV9OSWhwdDdYX0ExNlJNTlpIZjJJeWEzMWRHUHBlWjJSQm5qUnVxUl9aNXlqb0FmeWdSaHhWUHlEazBrRkNhV3kwMEZFem9jTUVoRnhmQXRHa3I4UXBtVVhfaW5xRDY5TjVJeERfQ0tiUmsyYmk0QnA5bXQtRXFTeWdPT0w3SGN1a3FWbUc5Y2hESGFNcGcyeGZoMzVZdlU0UHVnelNjMlg1Tll2VTZJMHFiS3pyUzdyOXdF0gHMAUFVX3lxTE1sOUJWbDltaFhOOHV2WjEza1lDR1pLSVRwS3VldjJsMWVtMEo3c2JRQ3FibE5lWDNJZlM1U19TbzZIYXIyeTd4VC1ERjY3WjFRRkctV1VLR1RiVVhVRERpY0ZDTEM0OTV4anhVUDRzNlBPSFA0TTFPMmg3ZmY4OUtZOEo4ZV9USU5UR3c1Y3RxZ1VzOUltZG1FMklPQWNwbFhydlJhNzJ6VnBxU0xTeTFtTUc0X0VPWnUyR041ZU9Ta1R2YWxqd08xOS1aRA?hl=en-IN&gl=IN&ceid=IN%3Aen,https://news.google.com/api/attachments/CC8iL0NnNDFZMDVWVEVsTE9GSjFRakJ6VFJDZkF4ampCU2dLTWdtQkFaTFZ0R2F3cmdF=-w200-h112-p-df-rw
